datetime,pv_irradiance_wh_m2,electricity_consumption_kwh
2026-01-01 00:00:00+01:00,0.0,1.7793594803180517
2026-01-01 00:15:00+01:00,0.0,1.6717205643890072
2026-01-01 00:30:00+01:00,0.0,1.8049520323755974
2026-01-01 00:45:00+01:00,0.0,1.9533362648639552
2026-01-01 01:00:00+01:00,0.0,1.6554658460460305
2026-01-01 01:15:00+01:00,0.0,1.655468629119063
2026-01-01 01:30:00+01:00,0.0,1.9628601672441206
2026-01-01 01:45:00+01:00,0.0,1.8252509104030241
2026-01-01 02:00:00+01:00,0.0,1.6155752034969715
2026-01-01 02:15:00+01:00,0.0,1.787131085683181
2026-01-01 02:30:00+01:00,0.0,1.6166019090135533
2026-01-01 02:45:00+01:00,0.0,1.6162099780560668
2026-01-01 03:00:00+01:00,0.0,1.7361749971768834
2026-01-01 03:15:00+01:00,0.0,1.370827218079054
2026-01-01 03:30:00+01:00,0.0,1.4027576335309422
2026-01-01 03:45:00+01:00,0.0,1.5998419041013403
2026-01-01 04:00:00+01:00,0.0,1.5234676217856984
2026-01-01 04:15:00+01:00,0.0,1.7484284611421614
2026-01-01 04:30:00+01:00,0.0,1.54123407765694
2026-01-01 04:45:00+01:00,0.0,1.4557506854407087
2026-01-01 05:00:00+01:00,0.0,1.9436092607251676
2026-01-01 05:15:00+01:00,0.0,1.6568858929524524
2026-01-01 05:30:00+01:00,0.0,1.706605657089542
2026-01-01 05:45:00+01:00,0.0,1.4536411479394626
2026-01-01 06:00:00+01:00,0.0,3.8469049257397083
2026-01-01 06:15:00+01:00,0.0,4.113508064144296
2026-01-01 06:30:00+01:00,0.0,3.60011254719561
2026-01-01 06:45:00+01:00,0.0,4.22122878410996
2026-01-01 07:00:00+01:00,0.0,3.824017858288673
2026-01-01 07:15:00+01:00,0.0,3.9497084163269975
2026-01-01 07:30:00+01:00,0.0,3.8235833868546845
2026-01-01 07:45:00+01:00,0.0,4.821957784552481
2026-01-01 08:00:00+01:00,0.0,4.062889349034041
2026-01-01 08:15:00+01:00,0.0,3.6380634783106207
2026-01-01 08:30:00+01:00,3.3435652069547257,4.403023104519461
2026-01-01 08:45:00+01:00,10.94004637274354,3.5716948796523296
2026-01-01 09:00:00+01:00,32.00656538794183,3.4611284934027484
2026-01-01 09:15:00+01:00,32.70803144463106,2.725926796025933
2026-01-01 09:30:00+01:00,55.92950117640988,2.940019922524112
2026-01-01 09:45:00+01:00,99.88889701339218,3.457059313047286
2026-01-01 10:00:00+01:00,135.01326035700689,3.640680699628642
2026-01-01 10:15:00+01:00,145.4555654643378,3.4484163930004144
2026-01-01 10:30:00+01:00,158.04753420530668,3.351108676325156
2026-01-01 10:45:00+01:00,170.07170181549893,3.288233410247548
2026-01-01 11:00:00+01:00,144.70806606774008,2.889051271042132
2026-01-01 11:15:00+01:00,183.06842755925268,3.1462670976677547
2026-01-01 11:30:00+01:00,203.24725506104113,3.234145960657942
2026-01-01 11:45:00+01:00,270.9011582563645,3.748715068632014
2026-01-01 12:00:00+01:00,251.09734601130984,3.5068146080847433
2026-01-01 12:15:00+01:00,165.7496178528986,2.7925905907135435
2026-01-01 12:30:00+01:00,255.6707144521709,3.5001918540903207
2026-01-01 12:45:00+01:00,224.08619778079662,3.259762006934579
2026-01-01 13:00:00+01:00,208.13731404053792,3.1608190873219635
2026-01-01 13:15:00+01:00,254.51396165201075,3.5976947702626596
2026-01-01 13:30:00+01:00,259.41921418410834,3.7398586436892303
2026-01-01 13:45:00+01:00,243.13012730629575,3.706050603727597
2026-01-01 14:00:00+01:00,165.89659781364134,3.1057957584772646
2026-01-01 14:15:00+01:00,168.6715025065864,3.2854843105032656
2026-01-01 14:30:00+01:00,169.34547963388766,3.502625919380214
2026-01-01 14:45:00+01:00,163.77071822551855,3.7210578451355234
2026-01-01 15:00:00+01:00,107.91454401546589,3.227861849602983
2026-01-01 15:15:00+01:00,91.79983105247899,3.3273728308468526
2026-01-01 15:30:00+01:00,57.473612053002064,3.015234472062989
2026-01-01 15:45:00+01:00,38.367440719865606,2.9847651327552653
2026-01-01 16:00:00+01:00,33.82108784724522,3.6657891313047872
2026-01-01 16:15:00+01:00,15.213639516402932,3.850125488995625
2026-01-01 16:30:00+01:00,2.4431359583274763,3.365903396654835
2026-01-01 16:45:00+01:00,0.0,3.7305465869505388
2026-01-01 17:00:00+01:00,0.0,5.269384787662654
2026-01-01 17:15:00+01:00,0.0,4.757401585649986
2026-01-01 17:30:00+01:00,0.0,5.269262522890995
2026-01-01 17:45:00+01:00,0.0,5.867640420476141
2026-01-01 18:00:00+01:00,0.0,5.067256422076164
2026-01-01 18:15:00+01:00,0.0,5.881171391021295
2026-01-01 18:30:00+01:00,0.0,3.7532106690076046
2026-01-01 18:45:00+01:00,0.0,5.503452185762435
2026-01-01 19:00:00+01:00,0.0,5.1297432418320295
2026-01-01 19:15:00+01:00,0.0,4.9334162065828195
2026-01-01 19:30:00+01:00,0.0,5.132140386716814
2026-01-01 19:45:00+01:00,0.0,4.07470233190355
2026-01-01 20:00:00+01:00,0.0,4.973762063056206
2026-01-01 20:15:00+01:00,0.0,5.267084396373857
2026-01-01 20:30:00+01:00,0.0,5.837055087397425
2026-01-01 20:45:00+01:00,0.0,4.821910608689528
2026-01-01 21:00:00+01:00,0.0,2.181348499231627
2026-01-01 21:15:00+01:00,0.0,2.254143893631615
2026-01-01 21:30:00+01:00,0.0,2.5904672204170853
2026-01-01 21:45:00+01:00,0.0,2.4512419138483175
2026-01-01 22:00:00+01:00,0.0,2.247498122111826
2026-01-01 22:15:00+01:00,0.0,2.4950317332598666
2026-01-01 22:30:00+01:00,0.0,2.3962606353435754
2026-01-01 22:45:00+01:00,0.0,2.6031029360143503
2026-01-01 23:00:00+01:00,0.0,2.206609194765955
2026-01-01 23:15:00+01:00,0.0,2.295460477209853
2026-01-01 23:30:00+01:00,0.0,2.280166009299836
2026-01-01 23:45:00+01:00,0.0,2.0258973939752165
2026-01-02 00:00:00+01:00,0.0,1.7517761768209739
2026-01-02 00:15:00+01:00,0.0,1.745810236394468
2026-01-02 00:30:00+01:00,0.0,1.702264438264126
2026-01-02 00:45:00+01:00,0.0,1.6614819132096994
2026-01-02 01:00:00+01:00,0.0,1.46058404682932
2026-01-02 01:15:00+01:00,0.0,1.6298260763599437
2026-01-02 01:30:00+01:00,0.0,1.643085180385109
2026-01-02 01:45:00+01:00,0.0,1.5648954292690094
2026-01-02 02:00:00+01:00,0.0,1.6739533763260748
2026-01-02 02:15:00+01:00,0.0,1.770139425624276
2026-01-02 02:30:00+01:00,0.0,2.022309057654315
2026-01-02 02:45:00+01:00,0.0,1.7310970095632539
2026-01-02 03:00:00+01:00,0.0,1.74521391781291
2026-01-02 03:15:00+01:00,0.0,1.688728250896665
2026-01-02 03:30:00+01:00,0.0,1.3749357703225151
2026-01-02 03:45:00+01:00,0.0,1.6968833815744502
2026-01-02 04:00:00+01:00,0.0,1.7116419720121752
2026-01-02 04:15:00+01:00,0.0,2.120489080458583
2026-01-02 04:30:00+01:00,0.0,1.668666250046383
2026-01-02 04:45:00+01:00,0.0,1.7526995346870944
2026-01-02 05:00:00+01:00,0.0,1.6954885964057305
2026-01-02 05:15:00+01:00,0.0,1.5025562063407243
2026-01-02 05:30:00+01:00,0.0,1.8958336755725744
2026-01-02 05:45:00+01:00,0.0,1.8293279055210327
2026-01-02 06:00:00+01:00,0.0,4.406352415346905
2026-01-02 06:15:00+01:00,0.0,3.712012228499085
2026-01-02 06:30:00+01:00,0.0,4.656156195280774
2026-01-02 06:45:00+01:00,0.0,3.510922266091455
2026-01-02 07:00:00+01:00,0.0,4.322980745041923
2026-01-02 07:15:00+01:00,0.0,4.977785614441272
2026-01-02 07:30:00+01:00,0.0,3.6788763317134707
2026-01-02 07:45:00+01:00,0.0,3.852107656508135
2026-01-02 08:00:00+01:00,0.0,4.124037757010828
2026-01-02 08:15:00+01:00,0.0,3.8777600876579865
2026-01-02 08:30:00+01:00,2.1570637425451404,3.450157017541092
2026-01-02 08:45:00+01:00,14.262862915182565,4.111343289579086
2026-01-02 09:00:00+01:00,25.273444857727046,3.041309349276496
2026-01-02 09:15:00+01:00,54.5147269082014,3.5639423806245647
2026-01-02 09:30:00+01:00,61.62086916887766,3.0899282196074385
2026-01-02 09:45:00+01:00,114.29717008850074,3.93019883025746
2026-01-02 10:00:00+01:00,103.56361315343486,3.1362643162287647
2026-01-02 10:15:00+01:00,133.94797454447996,3.29319814074341
2026-01-02 10:30:00+01:00,185.57512974806215,3.6796116088947297
2026-01-02 10:45:00+01:00,141.41543082435115,2.983951734907527
2026-01-02 11:00:00+01:00,204.83931107196105,3.4801886886928295
2026-01-02 11:15:00+01:00,248.1731633775678,3.8475819574464007
2026-01-02 11:30:00+01:00,159.43054651627608,2.8557962684285476
2026-01-02 11:45:00+01:00,239.2455631399202,3.4656158791703024
2026-01-02 12:00:00+01:00,249.19104937925135,3.4912215033027763
2026-01-02 12:15:00+01:00,275.6389004830626,3.668826692235917
2026-01-02 12:30:00+01:00,190.37568762426858,2.981880663377077
2026-01-02 12:45:00+01:00,185.76385748902467,2.9534653678730782
2026-01-02 13:00:00+01:00,260.17090291094604,3.580394570488652
2026-01-02 13:15:00+01:00,243.7836068919482,3.503846489408579
2026-01-02 13:30:00+01:00,232.3324092044052,3.4880263036377515
2026-01-02 13:45:00+01:00,223.75265929539384,3.5206778865011796
2026-01-02 14:00:00+01:00,173.2120148800319,3.171390819446393
2026-01-02 14:15:00+01:00,187.93968199406447,3.4818199048827134
2026-01-02 14:30:00+01:00,170.5355404766694,3.5025152503671126
2026-01-02 14:45:00+01:00,123.99408013422419,3.159710169366905
2026-01-02 15:00:00+01:00,141.20680926379762,4.037672550204331
2026-01-02 15:15:00+01:00,105.10977747437319,3.564024214388348
2026-01-02 15:30:00+01:00,57.970288863041496,2.9974134464648983
2026-01-02 15:45:00+01:00,55.97592017887948,3.626200206733121
2026-01-02 16:00:00+01:00,25.64787068309428,3.0711252807604086
2026-01-02 16:15:00+01:00,15.936720397467202,3.6706171485354386
