datetime,pv_kw,load_el_kw,load_heat_kw,ev_demand_kw,outdoor_temp_c,pv_irradiance_wh_m2,electricity_consumption_kwh_step,heat_demand_kwh_step,ev_demand_kwh_step
2026-01-01 00:00:00+01:00,0.0,19.019542752359218,56.376104568409055,0.0,1.7942483710105024,0.0,19.019542752359218,56.376104568409055,0.0
2026-01-01 01:00:00+01:00,0.0,17.868992239112664,60.535553746599085,0.0,0.3087313612991651,0.0,17.868992239112664,60.535553746599085,0.0
2026-01-01 02:00:00+01:00,0.0,19.293101099272608,60.06897741821656,0.0,0.47541763311785484,0.0,19.293101099272608,60.06897741821656,0.0
2026-01-01 03:00:00+01:00,0.0,20.87917759747626,59.307815011887115,0.0,0.7493700797790914,0.0,20.87917759747626,59.307815011887115,0.0
2026-01-01 04:00:00+01:00,0.0,17.695245835493004,67.34098051490301,0.0,-2.082792662270979,0.0,17.695245835493004,67.34098051490301,0.0
2026-01-01 05:00:00+01:00,0.0,17.695275583712583,69.83318963017057,0.0,-2.7040933045016353,0.0,17.695275583712583,69.83318963017057,0.0
2026-01-01 06:00:00+01:00,0.0,50.35434822125474,67.19033839739495,0.0,-1.004829445347422,0.0,50.35434822125474,67.19033839739495,0.0
2026-01-01 07:00:00+01:00,0.0,46.824181094182535,72.28026036616274,0.0,-2.2786644164866905,0.0,46.824181094182535,72.28026036616274,0.0
2026-01-01 08:00:00+01:00,0.0,41.4452530710474,75.19931400245196,0.0,-3.8651778757249184,0.0,41.4452530710474,75.19931400245196,0.0
2026-01-01 09:00:00+01:00,2.7319761960299678,38.20522661575478,69.39756768723365,0.0,-2.5485140391670233,31.402025241723766,38.20522661575478,69.39756768723365,0.0
2026-01-01 10:00:00+01:00,9.542059404222439,34.55965976760685,71.18592201547217,0.0,-3.4559860553312465,109.67884372669471,34.55965976760685,71.18592201547217,0.0
2026-01-01 11:00:00+01:00,15.63406460677947,34.55128108113642,69.7556642846373,0.0,-2.982004660446927,179.70189203194792,34.55128108113642,69.7556642846373,0.0
2026-01-01 12:00:00+01:00,21.475981896208406,37.115889115875,65.63221769171183,0.0,-1.5114538867237346,246.85036662308514,37.115889115875,65.63221769171183,0.0
2026-01-01 13:00:00+01:00,13.62116188266914,29.305496914757093,70.84776879196254,0.0,-3.3742020414998954,156.56507911113954,29.305496914757093,70.84776879196254,0.0
2026-01-01 14:00:00+01:00,11.784956203251497,29.988104233295363,68.04085907921463,0.0,-2.371710011618615,135.45926670404018,29.988104233295363,68.04085907921463,0.0
2026-01-01 15:00:00+01:00,9.238143024790455,34.20136496154483,61.96211051492995,0.0,-0.2000965123845807,106.1855520090857,34.20136496154483,61.96211051492995,0.0
2026-01-01 16:00:00+01:00,2.396620775427416,32.56863819244536,61.474557566251065,0.0,-0.0172059570042844,27.547365234797887,32.56863819244536,61.474557566251065,0.0
2026-01-01 17:00:00+01:00,0.0,56.066764867868535,55.458770382840456,0.0,2.196608530070996,0.0,56.066764867868535,55.458770382840456,0.0
2026-01-01 18:00:00+01:00,0.0,49.422673308514554,58.940089557424436,7.4,1.2066387081248873,0.0,49.422673308514554,58.940089557424436,7.4
2026-01-01 19:00:00+01:00,0.0,46.68148179967562,61.108306797359674,7.4,0.9012044246618796,0.0,46.68148179967562,61.108306797359674,7.4
2026-01-01 20:00:00+01:00,0.0,62.325617454719215,51.92048425171191,7.4,4.456969910102889,0.0,62.325617454719215,51.92048425171191,7.4
2026-01-01 21:00:00+01:00,0.0,24.794594569288552,57.12157473050786,7.4,2.3250373056803864,0.0,24.794594569288552,57.12157473050786,7.4
2026-01-01 22:00:00+01:00,0.0,25.538629749443935,55.662233895921744,0.0,2.3773014443758487,0.0,25.538629749443935,55.662233895921744,0.0
2026-01-01 23:00:00+01:00,0.0,21.753123172633885,61.30179532603779,0.0,0.10981390750051889,0.0,21.753123172633885,61.30179532603779,0.0
2026-01-02 00:00:00+01:00,0.0,17.1486432395324,59.77212664540401,0.0,0.581383343512306,0.0,17.1486432395324,59.77212664540401,0.0
2026-01-02 01:00:00+01:00,0.0,18.337100504605264,59.596222361711355,0.0,0.6442068559019278,0.0,18.337100504605264,59.596222361711355,0.0
2026-01-02 02:00:00+01:00,0.0,16.04849791866134,66.01048589484643,0.0,-1.6465496799642376,0.0,16.04849791866134,66.01048589484643,0.0
2026-01-02 03:00:00+01:00,0.0,18.817295422820344,63.06078655624921,0.0,-0.5909769003502308,0.0,18.817295422820344,63.06078655624921,0.0
2026-01-02 04:00:00+01:00,0.0,17.04661780295589,68.47030774243237,0.0,-2.4861238149600395,0.0,17.04661780295589,68.47030774243237,0.0
2026-01-02 05:00:00+01:00,0.0,17.606918247075267,69.92451702259932,0.0,-2.7367102303690487,0.0,17.606918247075267,69.92451702259932,0.0
2026-01-02 06:00:00+01:00,0.0,40.90723446314393,74.41616424306318,0.0,-3.585481533086066,0.0,40.90723446314393,74.41616424306318,0.0
2026-01-02 07:00:00+01:00,0.0,51.58850682901742,68.53312292463906,0.0,-0.9404010445139539,0.0,51.58850682901742,68.53312292463906,0.0
2026-01-02 08:00:00+01:00,0.0,43.46748857894393,73.56516730930255,0.0,-3.2815540567429946,0.0,43.46748857894393,73.56516730930255,0.0
2026-01-02 09:00:00+01:00,2.046225936323386,32.43534939212193,74.6724147234469,0.0,-4.432387980671759,23.51983834854467,32.43534939212193,74.6724147234469,0.0
2026-01-02 10:00:00+01:00,11.97277697190218,39.25538782599565,66.76302423142819,0.0,-1.8763797038869632,137.61812611381816,39.25538782599565,66.76302423142819,0.0
2026-01-02 11:00:00+01:00,13.442042653301142,31.843636603441617,72.19078354501647,0.0,-3.8516901105823433,154.506237394266,31.843636603441617,72.19078354501647,0.0
2026-01-02 12:00:00+01:00,21.49299045359288,37.02945129259066,65.64136581343033,0.0,-1.5147210730517673,247.0458672826768,37.02945129259066,65.64136581343033,0.0
2026-01-02 13:00:00+01:00,13.558360187615342,29.163775257986156,70.90157535462099,0.0,-3.3934186710207666,155.8432205473028,29.163775257986156,70.90157535462099,0.0
2026-01-02 14:00:00+01:00,13.11072602583326,31.45428571284325,66.60577685474216,0.0,-1.8591806457355904,150.69800029693403,31.45428571284325,66.60577685474216,0.0
2026-01-02 15:00:00+01:00,10.80500936320956,36.98591649864684,59.30930723263262,0.0,0.7473332312930365,124.19550992194897,36.98591649864684,59.30930723263262,0.0
2026-01-02 16:00:00+01:00,3.4520062867625816,38.950420042405064,55.48813386161542,0.0,2.120802508937018,39.6782331811791,38.950420042405064,55.48813386161542,0.0
2026-01-02 17:00:00+01:00,0.0,55.34017319982862,55.83678056403487,0.0,2.0616048939301335,0.0,55.34017319982862,55.83678056403487,0.0
2026-01-02 18:00:00+01:00,0.0,53.77857933157676,56.17564346097026,7.4,2.1939408854299534,0.0,53.77857933157676,56.17564346097026,7.4
2026-01-02 19:00:00+01:00,0.0,52.76955729996165,57.2726113465257,7.4,2.2710956571025847,0.0,52.76955729996165,57.2726113465257,7.4
2026-01-02 20:00:00+01:00,0.0,46.36348384353519,61.71083457139548,7.4,0.9604162245016132,0.0,46.36348384353519,61.71083457139548,7.4
2026-01-02 21:00:00+01:00,0.0,23.56259847851545,58.6795794695519,7.4,1.7686070417360806,0.0,23.56259847851545,58.6795794695519,7.4
2026-01-02 22:00:00+01:00,0.0,24.22072898654548,57.33481150257066,0.0,1.7799522991440972,0.0,24.22072898654548,57.33481150257066,0.0
2026-01-02 23:00:00+01:00,0.0,28.074370430283228,52.86064730873761,0.0,3.1245096279648674,0.0,28.074370430283228,52.86064730873761,0.0
2026-01-03 00:00:00+01:00,0.0,15.958625981755922,56.677874290189216,0.0,1.6864734703747324,0.0,15.958625981755922,56.677874290189216,0.0
2026-01-03 01:00:00+01:00,0.0,12.708373192761414,65.78216823729514,0.0,-1.5650595282351387,0.0,12.708373192761414,65.78216823729514,0.0
2026-01-03 02:00:00+01:00,0.0,15.928487504026732,60.94365638968082,0.0,0.16303228616633322,0.0,15.928487504026732,60.94365638968082,0.0
2026-01-03 03:00:00+01:00,0.0,14.83435210355149,65.50643941222934,0.0,-1.4644243489145634,0.0,14.83435210355149,65.50643941222934,0.0
2026-01-03 04:00:00+01:00,0.0,14.384087911084512,68.61605071747306,0.0,-2.5381748774745705,0.0,14.384087911084512,68.61605071747306,0.0
2026-01-03 05:00:00+01:00,0.0,16.3721986051889,66.77862474492844,0.0,-1.613177274058022,0.0,16.3721986051889,66.77862474492844,0.0
2026-01-03 06:00:00+01:00,0.0,40.845961014313986,68.81970268252584,0.0,-1.5867452614655952,0.0,40.845961014313986,68.81970268252584,0.0
2026-01-03 07:00:00+01:00,0.0,40.47671660862677,71.51710747649852,0.0,-2.006109813035187,0.0,40.47671660862677,71.51710747649852,0.0
2026-01-03 08:00:00+01:00,0.0,33.92085759263944,76.22901856435101,0.0,-4.232929504974587,0.0,33.92085759263944,76.22901856435101,0.0
2026-01-03 09:00:00+01:00,2.4060203866342946,29.902815597591367,72.046890637155,0.0,-3.4947008069960828,27.655406742922924,29.902815597591367,72.046890637155,0.0
2026-01-03 10:00:00+01:00,11.143638875202457,31.879128638580163,68.30316105871877,0.0,-2.4264285707764595,128.08780316324663,31.879128638580163,68.30316105871877,0.0
2026-01-03 11:00:00+01:00,20.211450554037693,33.86718549083987,64.70034830612256,0.0,-1.1765346681202322,232.31552360962868,33.86718549083987,64.70034830612256,0.0
2026-01-03 12:00:00+01:00,19.1069579005939,29.37836511792475,67.84260398394633,0.0,-2.300877562521768,219.6202057539529,29.37836511792475,67.84260398394633,0.0
2026-01-03 13:00:00+01:00,20.21276093491822,30.284063712362723,64.83032895211521,0.0,-1.2251163844115631,232.3305854588301,30.284063712362723,64.83032895211521,0.0
2026-01-03 14:00:00+01:00,13.935730002166435,27.44313832616937,65.74978829524355,0.0,-1.5534704459146542,160.1808046226027,27.44313832616937,65.74978829524355,0.0
2026-01-03 15:00:00+01:00,8.392103417398298,27.165821818588867,63.87944629420378,0.0,-0.884859290696663,96.46095882067009,27.165821818588867,63.87944629420378,0.0
2026-01-03 16:00:00+01:00,3.654847758041839,33.36415762590285,55.128725859295336,0.0,2.249162509765617,42.00974434530849,33.36415762590285,55.128725859295336,0.0
2026-01-03 17:00:00+01:00,0.0,52.56284080719919,51.74504254497505,0.0,3.52293990073721,0.0,52.56284080719919,51.74504254497505,0.0
2026-01-03 18:00:00+01:00,0.0,45.95212413633101,55.91845029279554,7.4,2.285795588349495,0.0,45.95212413633101,55.91845029279554,7.4
2026-01-03 19:00:00+01:00,0.0,50.930320825691986,52.77846344456834,7.4,3.8761484792302134,0.0,50.930320825691986,52.77846344456834,7.4
2026-01-03 20:00:00+01:00,0.0,47.959273801582476,55.41733469174072,7.4,3.208094752949741,0.0,47.959273801582476,55.41733469174072,7.4
2026-01-03 21:00:00+01:00,0.0,20.206415498463187,58.317936356958754,7.4,1.8977652962336355,0.0,20.206415498463187,58.317936356958754,7.4
